CLASS;sub-class 1;sub-class 2;sub-class 3;sub-class 4;sub-class 5;Synonym;Modification proposée;NB DE RELATIONS POSITIVE (Facteurs de risque);NB DE RELATIONS NEGATIVES (Facteurs protecteurs);NB DE RELATIONS NS;Relations Flous;DOI Distincts;Définition;Outils;Autres outils utilisés pour ces variables
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with coach;Coach support;;;;;;;;;;Refers to athletes perceptions of the quality of the relationship with their coach (Shanmugam et al., 2011);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with coach;Coach-athlete relationship;;;;;;;;;;"""Refers to feelings of belonging and connection with importance others, such as coaches"" (Kipp et al., 2015)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with coach;Coach social support;;;;;;;;;;Refers to the athletes perception of their coach as a reliable source of help when facing problems. It reflects the emotional and practical support available within the peer relationship (Shanmugam et al., 2014);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;;;;;;;;;;;Positive relationships with family refer to supportive interactions with family members characterized by affection, encouragement, and understanding, providing emotional and practical support to individuals. Relationship quality refers to the overall evaluation of these interactions in terms of satisfaction, trust, and reciprocity within family relationships. (Weiss & Smith, 2002);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Family environment;;;;;;;;;;"""Refers to the quality of family relationships, primarily overall family environment and relationships with parents"" (Francisco et al., 2013)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Family of origin;;;;;;;;;;"""Is the family in which a person has his/her beginnings physiologically, psychically and emotionally"" (Hovestadt et al., 1985)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Family of origin autonomy;;;;;;;;;;"""The healthy family develops autonomy by emphasizing clarity of expression, personal responsibility, respect for other family members, and opens to others in the family and by dealing openly separation and loss"" (Hovestadt et al., 1985)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Family of origin intimacy;;;;;;;;;;"""The healthy family develops intimacy by encouraging the expression of a wide range of feelings, creating a warm atmosphere in the home, dealing with conclicts without undue stress, promoting sensitivity in family members and trusting in the goodness of human nature"" (Hovestadt et al., 1985)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Maternal relationship;;;;;;;;;;Refers to the perception of the quality of their relationship with mother (Francisco et al., 2013);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Parent relationship quality;;;;;;;;;;Refers to the quality of the relationship with parents (Scoffier et al., 2010);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Parental social support;;;Parent support;;;;;;;Refers to the perception of relationship quality (i.e., defined as the general forthcomingness of the social environment) in the form of social support from parents (Shanmugam et al., 2014);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with family;Paternal relationship;;;;;;;;;;Refers to the perception of the quality of their relationship with father (Francisco et al., 2013);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;;;;;;;;;;;Positive relationships with peers, teammates, or friends refer to supportive interactions characterized by affection, encouragement, and understanding, providing emotional and practical support to individuals. Relationship quality reflects the overall evaluation of these interactions in terms of satisfaction, trust, and reciprocity within peer, teammate, or friendship relationships. (Weiss & Smith, 2002);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Depth of teammate relationships;;;;;;;;;;"""Defined as the importance of the relationship in the participant's lives"" (Jowett, 2009)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Peer social acceptance;;;;;;;;;;"""Refers to the degree to which a child or adolescent is socially accepted by peers"" (Scoffier-Mériaux et al., 2016)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Sport friendship quality;;;;;;;;;;"""Refers to values such as satisfaction, construction, intimacy, symmetry and emotional substrates in a dyadic relation"" (Scoffier-Mériaux et al., 2016)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Supportive friendships;;;;;;;;;;Refers to relationships and specifically supportive teammate friendship (Scott, 2020);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Teammate relatedness;;;;;;;;;;"""Refers to the desire to feel connected to others, to love and care, and to be loved and cared for. In this study it refers to teammate"" (Deci et Ryan, 2000)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Positive relationships with peer/teammate/friend;Teammate social support;;;;;;;;;;Refers to the athletes perception of their closest teammate as a reliable source of help when facing problems. It reflects the emotional and practical support available within the peer relationship (Shanmugam et al., 2014);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Social support;;;;;;1;1;3;x;2;"""Characterized by the actions of the coach that aim at satisfying the psychosocial needs of the athletes by creating a supportive climate amongst team members"" (Teques et al., 2020)";The Climate in Sport Setting Scale (CISSS);Sports Leadership Scale (SLS)
Interpersonal factor related to DEAB;Positive relationships with significant others;Social support;Perception of social support;;;;;;;;;;"""Refers to how individuals sense the availability of friends, family, and others to provide psychological or other forms of support in times of distress or need, which may stem from external social pressures and expectations"" (Button et al., 2024)";;
Interpersonal factor related to DEAB;Positive relationships with significant others;Social support;Perception of social support;Perception of social support from athletic department;;;;;;;;;Perception of social support from the athletic department (e.g., coaches, staff) (Button et al., 2024);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Social support;Perception of social support;Perception of social support from family;;;;;;;;;Perception of social support from family (Button et al., 2024);;
Interpersonal factor related to DEAB;Positive relationships with significant others;Social support;Perception of social support;Perception of social support from teammates;;;;;;;;;Perception of social support from teammates (Button et al., 2024);;
Interpersonal factor related to DEAB;Social and sport pressure related to significant others;;;;;;;;;;;;Refers to the influence exerted by others or society to encourage conformity to certain behaviors or expectations. In sports, sport pressure specifically refers to the expectations placed on athletes regarding their performance, appearance, or behavior, often by coaches, teammates, or the media. (Gould, & Maynard, 2009);;
Interpersonal factor related to DEAB;Social and sport pressure related to significant others;General pressures;;;;;;;;;;;"Refers to ""family, friend, and media influences into a general pressure variable"" (Satterfield et al., 2021)";;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Peer pressure;;;;;;;;;;"""Refers to teased about their weight, strive to achieve popularity status, or experience patterns of negative body image and disordered eating from one's peers (i.e., peer pressure)"" (Gaines et al., 2014)";;
Interpersonal factor related to DEAB;Social and sport pressure related to significant others;General pressures;Perfectionism other-oriented;;;Other oriented perfectionism;;;;;;;"""The other-oriented perfectionist if believed to have unrealistic standards for significant others, places importance on other people being perfect, and stringently evaluates others' performance""(Hewitt & Flett, 1991)";;
Interpersonal factor related to DEAB;Social and sport pressure related to significant others;General pressures;Perfectionism socially prescribed;;;"Socially prescribed perfectionism ; social oriented perfectionism";;;;;;;"""Involves the perceived need to attain standards and expectations prescribed by significant others. Socially prescribed perfectionism entails people's belief or perception that significant others have unrealistic standards for them, evaluate them stringently, and exert pressure on them to be perfect"" (Hewitt & Flett, 1991)";;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Pressure from boy/girlfriend;;;;;;;;;;Refers to participants experience pressure from boy/girlfriends to achieve/maintain a certain body size and/or weight (Petrie et al., 2007);;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Pressure from coaches;;;"Coach-related pressures ; coach pressure";;;;;;;"Refers to participants experience pressure from coach to achieve/maintain a certain body size and/or weight (Petrie et al., 2007)
Coach-related pressures refers to decrease body weight or to change appearance from coach (Jankauskiene et al., 2024)";;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Pressure from friends;;;;;;;;;;Refers to participants experience pressure from friends to achieve/maintain a certain body size and/or weight (Petrie et al., 2007);;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Pressure from judges;;;;;;;;;;Refers to participants experience pressure from judges to achieve/maintain a certain body size and/or weight (Petrie et al., 2007);;
Interpersonal factor related to DEAB;Social and Sport pressure related to significant others;General pressures;Pressure from parents;;;Parental expectations and parental criticism;;;;;;;Assesses the extent to which participants experience pressure from parents to achieve/maintain a certain body size and/or weight (Petrie et al., 2007);;
